from_patch,to_patch,length_km
p21,p29,15.713
p21,p30,11.111
p21,p31,15.713
p21,p32,24.845
p21,p33,35.136
p21,p34,45.812
p21,p35,56.656
p21,p36,67.586
p21,p37,31.427
p21,p38,24.845
p21,p39,22.222
p21,p40,24.845
p21,p41,31.427
p21,p42,40.062
p21,p43,49.690
p21,p44,59.835
p21,p45,70.273
p21,p46,40.062
p21,p47,35.136
p21,p48,33.333
p21,p49,35.136
p21,p50,40.062
p21,p51,47.140
p21,p52,55.556
p21,p53,64.788
p21,p54,74.536
p21,p55,49.690
p21,p56,45.812
p21,p57,44.444
p21,p58,45.812
p21,p59,49.690
p21,p60,55.556
p21,p61,62.854
p21,p62,71.146
p21,p63,80.123
p21,p64,59.835
p21,p65,56.656
p21,p66,55.556
p21,p67,56.656
p21,p68,59.835
p21,p69,64.788
p21,p70,71.146
p21,p71,78.567
p21,p72,86.781
p21,p73,70.273
p21,p74,67.586
p21,p75,66.667
p21,p76,67.586
p21,p77,70.273
p21,p78,74.536
p21,p79,80.123
p21,p80,86.781
p22,p23,11.111
p22,p24,22.222
p22,p25,33.333
p22,p26,44.444
p22,p27,55.556
p22,p28,35.136
p22,p29,24.845
p22,p30,15.713
p22,p31,11.111
p22,p32,15.713
p22,p33,24.845
p22,p34,35.136
p22,p35,45.812
p22,p36,56.656
p22,p37,40.062
p22,p38,31.427
p22,p39,24.845
p22,p40,22.222
p22,p41,24.845
p22,p42,31.427
p22,p43,40.062
p22,p44,49.690
p22,p45,59.835
p22,p46,47.140
p22,p47,40.062
p22,p48,35.136
p22,p49,33.333
p22,p50,35.136
p22,p51,40.062
p22,p52,47.140
p22,p53,55.556
p22,p54,64.788
p22,p55,55.556
p22,p56,49.690
p22,p57,45.812
p22,p58,44.444
p22,p59,45.812
p22,p60,49.690
p22,p61,55.556
p22,p62,62.854
p22,p63,71.146
p22,p64,64.788
p22,p65,59.835
p22,p66,56.656
p22,p67,55.556
p22,p68,56.656
p22,p69,59.835
p22,p70,64.788
p22,p71,71.146
p22,p72,78.567
p22,p73,74.536
p22,p74,70.273
p22,p75,67.586
p22,p76,66.667
p22,p77,67.586
p22,p78,70.273
p22,p79,74.536
p22,p80,80.123
p23,p24,11.111
p23,p25,22.222
p23,p26,33.333
p23,p27,44.444
p23,p28,45.812
p23,p29,35.136
p23,p30,24.845
p23,p31,15.713
p23,p32,11.111
p23,p33,15.713
p23,p34,24.845
p23,p35,35.136
p23,p36,45.812
p23,p37,49.690
p23,p38,40.062
p23,p39,31.427
p23,p40,24.845
p23,p41,22.222
p23,p42,24.845
p23,p43,31.427
p23,p44,40.062
p23,p45,49.690
p23,p46,55.556
p23,p47,47.140
p23,p48,40.062
p23,p49,35.136
p23,p50,33.333
p23,p51,35.136
p23,p52,40.062
p23,p53,47.140
p23,p54,55.556
p23,p55,62.854
p23,p56,55.556
p23,p57,49.690
p23,p58,45.812
p23,p59,44.444
p23,p60,45.812
p23,p61,49.690
p23,p62,55.556
p23,p63,62.854
p23,p64,71.146
p23,p65,64.788
p23,p66,59.835
p23,p67,56.656
p23,p68,55.556
p23,p69,56.656
p23,p70,59.835
p23,p71,64.788
p23,p72,71.146
p23,p73,80.123
p23,p74,74.536
p23,p75,70.273
p23,p76,67.586
p23,p77,66.667
p23,p78,67.586
p23,p79,70.273
p23,p80,74.536
p24,p25,11.111
p24,p26,22.222
p24,p27,33.333
p24,p28,56.656
p24,p29,45.812
p24,p30,35.136
p24,p31,24.845
p24,p32,15.713
p24,p33,11.111
p24,p34,15.713
p24,p35,24.845
p24,p36,35.136
p24,p37,59.835
p24,p38,49.690
p24,p39,40.062
p24,p40,31.427
p24,p41,24.845
p24,p42,22.222
p24,p43,24.845
p24,p44,31.427
p24,p45,40.062
p24,p46,64.788
p24,p47,55.556
p24,p48,47.140
p24,p49,40.062
p24,p50,35.136
p24,p51,33.333
p24,p52,35.136
p24,p53,40.062
p24,p54,47.140
p24,p55,71.146
p24,p56,62.854
p24,p57,55.556
p24,p58,49.690
p24,p59,45.812
p24,p60,44.444
p24,p61,45.812
p24,p62,49.690
p24,p63,55.556
p24,p64,78.567
p24,p65,71.146
p24,p66,64.788
p24,p67,59.835
p24,p68,56.656
p24,p69,55.556
p24,p70,56.656
p24,p71,59.835
p24,p72,64.788
p24,p73,86.781
p24,p74,80.123
p24,p75,74.536
p24,p76,70.273
p24,p77,67.586
p24,p78,66.667
p24,p79,67.586
p24,p80,70.273
p25,p26,11.111
p25,p27,22.222
p25,p28,67.586
p25,p29,56.656
p25,p30,45.812
p25,p31,35.136
p25,p32,24.845
p25,p33,15.713
p25,p34,11.111
p25,p35,15.713
p25,p36,24.845
p25,p37,70.273
p25,p38,59.835
p25,p39,49.690
p25,p40,40.062
p25,p41,31.427
p25,p42,24.845
p25,p43,22.222
p25,p44,24.845
p25,p45,31.427
p25,p46,74.536
p25,p47,64.788
p25,p48,55.556
p25,p49,47.140
p25,p50,40.062
p25,p51,35.136
p25,p52,33.333
p25,p53,35.136
p25,p54,40.062
p25,p55,80.123
p25,p56,71.146
p25,p57,62.854
p25,p58,55.556
p25,p59,49.690
p25,p60,45.812
p25,p61,44.444
p25,p62,45.812
p25,p63,49.690
p25,p64,86.781
p25,p65,78.567
p25,p66,71.146
p25,p67,64.788
p25,p68,59.835
p25,p69,56.656
p25,p70,55.556
p25,p71,56.656
p25,p72,59.835
p25,p73,94.281
p25,p74,86.781
p25,p75,80.123
p25,p76,74.536
p25,p77,70.273
p25,p78,67.586
p25,p79,66.667
p25,p80,67.586
p26,p27,11.111
p26,p28,78.567
p26,p29,67.586
p26,p30,56.656
p26,p31,45.812
p26,p32,35.136
p26,p33,24.845
p26,p34,15.713
p26,p35,11.111
p26,p36,15.713
p26,p37,80.890
p26,p38,70.273
p26,p39,59.835
p26,p40,49.690
p26,p41,40.062
p26,p42,31.427
p26,p43,24.845
p26,p44,22.222
p26,p45,24.845
p26,p46,84.620
p26,p47,74.536
p26,p48,64.788
p26,p49,55.556
p26,p50,47.140
p26,p51,40.062
p26,p52,35.136
p26,p53,33.333
p26,p54,35.136
p26,p55,89.581
p26,p56,80.123
p26,p57,71.146
p26,p58,62.854
p26,p59,55.556
p26,p60,49.690
p26,p61,45.812
p26,p62,44.444
p26,p63,45.812
p26,p64,95.581
p26,p65,86.781
p26,p66,78.567
p26,p67,71.146
p26,p68,64.788
p26,p69,59.835
p26,p70,56.656
p26,p71,55.556
p26,p72,56.656
p26,p73,102.439
p26,p74,94.281
p26,p75,86.781
p26,p76,80.123
p26,p77,74.536
p26,p78,70.273
p26,p79,67.586
p26,p80,66.667
p27,p28,89.581
p27,p29,78.567
p27,p30,67.586
p27,p31,56.656
p27,p32,45.812
p27,p33,35.136
p27,p34,24.845
p27,p35,15.713
p27,p36,11.111
p27,p37,91.625
p27,p38,80.890
p27,p39,70.273
p27,p40,59.835
p27,p41,49.690
p27,p42,40.062
p27,p43,31.427
p27,p44,24.845
p27,p45,22.222
p27,p46,94.933
p27,p47,84.620
p27,p48,74.536
p27,p49,64.788
p27,p50,55.556
p27,p51,47.140
p27,p52,40.062
p27,p53,35.136
p27,p54,33.333
p27,p55,99.381
p27,p56,89.581
p27,p57,80.123
p27,p58,71.146
p27,p59,62.854
p27,p60,55.556
p27,p61,49.690
p27,p62,45.812
p27,p63,44.444
p27,p64,104.822
p27,p65,95.581
p27,p66,86.781
p27,p67,78.567
p27,p68,71.146
p27,p69,64.788
p27,p70,59.835
p27,p71,56.656
p27,p72,55.556
p27,p73,111.111
p27,p74,102.439
p27,p75,94.281
p27,p76,86.781
p27,p77,80.123
p27,p78,74.536
p27,p79,70.273
p27,p80,67.586
p28,p29,11.111
p28,p30,22.222
p28,p31,33.333
p28,p32,44.444
p28,p33,55.556
p28,p34,66.667
p28,p35,77.778
p28,p36,88.889
p28,p37,11.111
p28,p38,15.713
p28,p39,24.845
p28,p40,35.136
p28,p41,45.812
p28,p42,56.656
p28,p43,67.586
p28,p44,78.567
p28,p45,89.581
p28,p46,22.222
p28,p47,24.845
p28,p48,31.427
p28,p49,40.062
p28,p50,49.690
p28,p51,59.835
p28,p52,70.273
p28,p53,80.890
p28,p54,91.625
p28,p55,33.333
p28,p56,35.136
p28,p57,40.062
p28,p58,47.140
p28,p59,55.556
p28,p60,64.788
p28,p61,74.536
p28,p62,84.620
p28,p63,94.933
p28,p64,44.444
p28,p65,45.812
p28,p66,49.690
p28,p67,55.556
p28,p68,62.854
p28,p69,71.146
p28,p70,80.123
p28,p71,89.581
p28,p72,99.381
p28,p73,55.556
p28,p74,56.656
p28,p75,59.835
p28,p76,64.788
p28,p77,71.146
p28,p78,78.567
p28,p79,86.781
p28,p80,95.581
p29,p30,11.111
p29,p31,22.222
p29,p32,33.333
p29,p33,44.444
p29,p34,55.556
p29,p35,66.667
p29,p36,77.778
p29,p37,15.713
p29,p38,11.111
p29,p39,15.713
p29,p40,24.845
p29,p41,35.136
p29,p42,45.812
p29,p43,56.656
p29,p44,67.586
p29,p45,78.567
p29,p46,24.845
p29,p47,22.222
p29,p48,24.845
p29,p49,31.427
p29,p50,40.062
p29,p51,49.690
p29,p52,59.835
p29,p53,70.273
p29,p54,80.890
p29,p55,35.136
p29,p56,33.333
p29,p57,35.136
p29,p58,40.062
p29,p59,47.140
p29,p60,55.556
p29,p61,64.788
p29,p62,74.536
p29,p63,84.620
p29,p64,45.812
p29,p65,44.444
p29,p66,45.812
p29,p67,49.690
p29,p68,55.556
p29,p69,62.854
p29,p70,71.146
p29,p71,80.123
p29,p72,89.581
p29,p73,56.656
p29,p74,55.556
p29,p75,56.656
p29,p76,59.835
p29,p77,64.788
p29,p78,71.146
p29,p79,78.567
p29,p80,86.781
p30,p31,11.111
p30,p32,22.222
p30,p33,33.333
p30,p34,44.444
p30,p35,55.556
p30,p36,66.667
p30,p37,24.845
p30,p38,15.713
p30,p39,11.111
p30,p40,15.713
p30,p41,24.845
p30,p42,35.136
p30,p43,45.812
p30,p44,56.656
p30,p45,67.586
p30,p46,31.427
p30,p47,24.845
p30,p48,22.222
p30,p49,24.845
p30,p50,31.427
p30,p51,40.062
p30,p52,49.690
p30,p53,59.835
p30,p54,70.273
p30,p55,40.062
p30,p56,35.136
p30,p57,33.333
p30,p58,35.136
p30,p59,40.062
p30,p60,47.140
p30,p61,55.556
p30,p62,64.788
p30,p63,74.536
p30,p64,49.690
p30,p65,45.812
p30,p66,44.444
p30,p67,45.812
p30,p68,49.690
p30,p69,55.556
p30,p70,62.854
p30,p71,71.146
p30,p72,80.123
p30,p73,59.835
p30,p74,56.656
p30,p75,55.556
p30,p76,56.656
p30,p77,59.835
p30,p78,64.788
p30,p79,71.146
p30,p80,78.567
p31,p32,11.111
p31,p33,22.222
p31,p34,33.333
p31,p35,44.444
p31,p36,55.556
p31,p37,35.136
p31,p38,24.845
p31,p39,15.713
p31,p40,11.111
p31,p41,15.713
p31,p42,24.845
p31,p43,35.136
p31,p44,45.812
p31,p45,56.656
p31,p46,40.062
p31,p47,31.427
p31,p48,24.845
p31,p49,22.222
p31,p50,24.845
p31,p51,31.427
p31,p52,40.062
p31,p53,49.690
p31,p54,59.835
p31,p55,47.140
p31,p56,40.062
p31,p57,35.136
p31,p58,33.333
p31,p59,35.136
p31,p60,40.062
p31,p61,47.140
p31,p62,55.556
p31,p63,64.788
p31,p64,55.556
p31,p65,49.690
p31,p66,45.812
p31,p67,44.444
p31,p68,45.812
p31,p69,49.690
p31,p70,55.556
p31,p71,62.854
p31,p72,71.146
p31,p73,64.788
p31,p74,59.835
p31,p75,56.656
p31,p76,55.556
p31,p77,56.656
p31,p78,59.835
p31,p79,64.788
p31,p80,71.146
p32,p33,11.111
p32,p34,22.222
p32,p35,33.333
p32,p36,44.444
p32,p37,45.812
p32,p38,35.136
p32,p39,24.845
p32,p40,15.713
p32,p41,11.111
p32,p42,15.713
p32,p43,24.845
p32,p44,35.136
p32,p45,45.812
p32,p46,49.690
p32,p47,40.062
p32,p48,31.427
p32,p49,24.845
p32,p50,22.222
p32,p51,24.845
p32,p52,31.427
p32,p53,40.062
p32,p54,49.690
p32,p55,55.556
p32,p56,47.140
p32,p57,40.062
p32,p58,35.136
p32,p59,33.333
p32,p60,35.136
p32,p61,40.062
p32,p62,47.140
p32,p63,55.556
p32,p64,62.854
p32,p65,55.556
p32,p66,49.690
p32,p67,45.812
p32,p68,44.444
p32,p69,45.812
p32,p70,49.690
p32,p71,55.556
p32,p72,62.854
p32,p73,71.146
p32,p74,64.788
p32,p75,59.835
p32,p76,56.656
p32,p77,55.556
p32,p78,56.656
p32,p79,59.835
p32,p80,64.788
p33,p34,11.111
p33,p35,22.222
p33,p36,33.333
p33,p37,56.656
p33,p38,45.812
p33,p39,35.136
p33,p40,24.845
p33,p41,15.713
p33,p42,11.111
p33,p43,15.713
p33,p44,24.845
p33,p45,35.136
p33,p46,59.835
p33,p47,49.690
p33,p48,40.062
p33,p49,31.427
p33,p50,24.845
p33,p51,22.222
p33,p52,24.845
p33,p53,31.427
p33,p54,40.062
p33,p55,64.788
p33,p56,55.556
p33,p57,47.140
p33,p58,40.062
p33,p59,35.136
p33,p60,33.333
p33,p61,35.136
p33,p62,40.062
p33,p63,47.140
p33,p64,71.146
p33,p65,62.854
p33,p66,55.556
p33,p67,49.690
p33,p68,45.812
p33,p69,44.444
p33,p70,45.812
p33,p71,49.690
p33,p72,55.556
p33,p73,78.567
p33,p74,71.146
p33,p75,64.788
p33,p76,59.835
p33,p77,56.656
p33,p78,55.556
p33,p79,56.656
p33,p80,59.835
p34,p35,11.111
p34,p36,22.222
p34,p37,67.586
p34,p38,56.656
p34,p39,45.812
p34,p40,35.136
p34,p41,24.845
p34,p42,15.713
p34,p43,11.111
p34,p44,15.713
p34,p45,24.845
p34,p46,70.273
p34,p47,59.835
p34,p48,49.690
p34,p49,40.062
p34,p50,31.427
p34,p51,24.845
p34,p52,22.222
p34,p53,24.845
p34,p54,31.427
p34,p55,74.536
p34,p56,64.788
p34,p57,55.556
p34,p58,47.140
p34,p59,40.062
p34,p60,35.136
p34,p61,33.333
p34,p62,35.136
p34,p63,40.062
p34,p64,80.123
p34,p65,71.146
p34,p66,62.854
p34,p67,55.556
p34,p68,49.690
p34,p69,45.812
p34,p70,44.444
p34,p71,45.812
p34,p72,49.690
p34,p73,86.781
p34,p74,78.567
p34,p75,71.146
p34,p76,64.788
p34,p77,59.835
p34,p78,56.656
p34,p79,55.556
p34,p80,56.656
p35,p36,11.111
p35,p37,78.567
p35,p38,67.586
p35,p39,56.656
p35,p40,45.812
p35,p41,35.136
p35,p42,24.845
p35,p43,15.713
p35,p44,11.111
p35,p45,15.713
p35,p46,80.890
p35,p47,70.273
p35,p48,59.835
p35,p49,49.690
p35,p50,40.062
p35,p51,31.427
p35,p52,24.845
p35,p53,22.222
p35,p54,24.845
p35,p55,84.620
p35,p56,74.536
p35,p57,64.788
p35,p58,55.556
p35,p59,47.140
p35,p60,40.062
p35,p61,35.136
p35,p62,33.333
p35,p63,35.136
p35,p64,89.581
p35,p65,80.123
p35,p66,71.146
p35,p67,62.854
p35,p68,55.556
p35,p69,49.690
p35,p70,45.812
p35,p71,44.444
p35,p72,45.812
p35,p73,95.581
p35,p74,86.781
p35,p75,78.567
p35,p76,71.146
p35,p77,64.788
p35,p78,59.835
p35,p79,56.656
p35,p80,55.556
p36,p37,89.581
p36,p38,78.567
p36,p39,67.586
p36,p40,56.656
p36,p41,45.812
p36,p42,35.136
p36,p43,24.845
p36,p44,15.713
p36,p45,11.111
p36,p46,91.625
p36,p47,80.890
p36,p48,70.273
p36,p49,59.835
p36,p50,49.690
p36,p51,40.062
p36,p52,31.427
p36,p53,24.845
p36,p54,22.222
p36,p55,94.933
p36,p56,84.620
p36,p57,74.536
p36,p58,64.788
p36,p59,55.556
p36,p60,47.140
p36,p61,40.062
p36,p62,35.136
p36,p63,33.333
p36,p64,99.381
p36,p65,89.581
p36,p66,80.123
p36,p67,71.146
p36,p68,62.854
p36,p69,55.556
p36,p70,49.690
p36,p71,45.812
p36,p72,44.444
p36,p73,104.822
p36,p74,95.581
p36,p75,86.781
p36,p76,78.567
p36,p77,71.146
p36,p78,64.788
p36,p79,59.835
p36,p80,56.656
p37,p38,11.111
p37,p39,22.222
p37,p40,33.333
p37,p41,44.444
p37,p42,55.556
p37,p43,66.667
p37,p44,77.778
p37,p45,88.889
p37,p46,11.111
p37,p47,15.713
p37,p48,24.845
p37,p49,35.136
p37,p50,45.812
p37,p51,56.656
p37,p52,67.586
p37,p53,78.567
p37,p54,89.581
p37,p55,22.222
p37,p56,24.845
p37,p57,31.427
p37,p58,40.062
p37,p59,49.690
p37,p60,59.835
p37,p61,70.273
p37,p62,80.890
p37,p63,91.625
p37,p64,33.333
p37,p65,35.136
p37,p66,40.062
p37,p67,47.140
p37,p68,55.556
p37,p69,64.788
p37,p70,74.536
p37,p71,84.620
p37,p72,94.933
p37,p73,44.444
p37,p74,45.812
p37,p75,49.690
p37,p76,55.556
p37,p77,62.854
p37,p78,71.146
p37,p79,80.123
p37,p80,89.581
p38,p39,11.111
p38,p40,22.222
p38,p41,33.333
p38,p42,44.444
p38,p43,55.556
p38,p44,66.667
p38,p45,77.778
p38,p46,15.713
p38,p47,11.111
p38,p48,15.713
p38,p49,24.845
p38,p50,35.136
p38,p51,45.812
p38,p52,56.656
p38,p53,67.586
p38,p54,78.567
p38,p55,24.845
p38,p56,22.222
p38,p57,24.845
p38,p58,31.427
p38,p59,40.062
p38,p60,49.690
p38,p61,59.835
p38,p62,70.273
p38,p63,80.890
p38,p64,35.136
p38,p65,33.333
p38,p66,35.136
p38,p67,40.062
p38,p68,47.140
p38,p69,55.556
p38,p70,64.788
p38,p71,74.536
p38,p72,84.620
p38,p73,45.812
p38,p74,44.444
p38,p75,45.812
p38,p76,49.690
p38,p77,55.556
p38,p78,62.854
p38,p79,71.146
p38,p80,80.123
p39,p40,11.111
p39,p41,22.222
p39,p42,33.333
p39,p43,44.444
p39,p44,55.556
p39,p45,66.667
p39,p46,24.845
p39,p47,15.713
p39,p48,11.111
p39,p49,15.713
p39,p50,24.845
p39,p51,35.136
p39,p52,45.812
p39,p53,56.656
p39,p54,67.586
p39,p55,31.427
p39,p56,24.845
p39,p57,22.222
p39,p58,24.845
p39,p59,31.427
p39,p60,40.062
p39,p61,49.690
p39,p62,59.835
p39,p63,70.273
p39,p64,40.062
p39,p65,35.136
p39,p66,33.333
p39,p67,35.136
p39,p68,40.062
p39,p69,47.140
p39,p70,55.556
p39,p71,64.788
p39,p72,74.536
p39,p73,49.690
p39,p74,45.812
p39,p75,44.444
p39,p76,45.812
p39,p77,49.690
p39,p78,55.556
p39,p79,62.854
p39,p80,71.146
p40,p41,11.111
p40,p42,22.222
p40,p43,33.333
p40,p44,44.444
p40,p45,55.556
p40,p46,35.136
p40,p47,24.845
p40,p48,15.713
p40,p49,11.111
p40,p50,15.713
p40,p51,24.845
p40,p52,35.136
p40,p53,45.812
p40,p54,56.656
p40,p55,40.062
p40,p56,31.427
p40,p57,24.845
p40,p58,22.222
p40,p59,24.845
p40,p60,31.427
p40,p61,40.062
p40,p62,49.690
p40,p63,59.835
p40,p64,47.140
p40,p65,40.062
p40,p66,35.136
p40,p67,33.333
p40,p68,35.136
p40,p69,40.062
p40,p70,47.140
p40,p71,55.556
p40,p72,64.788
p40,p73,55.556
p40,p74,49.690
p40,p75,45.812
p40,p76,44.444
p40,p77,45.812
p40,p78,49.690
p40,p79,55.556
p40,p80,62.854
p41,p42,11.111
p41,p43,22.222
p41,p44,33.333
p41,p45,44.444
p41,p46,45.812
p41,p47,35.136
p41,p48,24.845
p41,p49,15.713
p41,p50,11.111
p41,p51,15.713
p41,p52,24.845
p41,p53,35.136
p41,p54,45.812
p41,p55,49.690
p41,p56,40.062
p41,p57,31.427
p41,p58,24.845
p41,p59,22.222
p41,p60,24.845
p41,p61,31.427
p41,p62,40.062
p41,p63,49.690
p41,p64,55.556
p41,p65,47.140
p41,p66,40.062
p41,p67,35.136
p41,p68,33.333
p41,p69,35.136
p41,p70,40.062
p41,p71,47.140
p41,p72,55.556
p41,p73,62.854
p41,p74,55.556
p41,p75,49.690
p41,p76,45.812
p41,p77,44.444
p41,p78,45.812
p41,p79,49.690
p41,p80,55.556
p42,p43,11.111
p42,p44,22.222
p42,p45,33.333
p42,p46,56.656
p42,p47,45.812
p42,p48,35.136
p42,p49,24.845
p42,p50,15.713
p42,p51,11.111
p42,p52,15.713
p42,p53,24.845
p42,p54,35.136
p42,p55,59.835
p42,p56,49.690
p42,p57,40.062
p42,p58,31.427
p42,p59,24.845
p42,p60,22.222
p42,p61,24.845
p42,p62,31.427
p42,p63,40.062
p42,p64,64.788
p42,p65,55.556
p42,p66,47.140
p42,p67,40.062
p42,p68,35.136
p42,p69,33.333
p42,p70,35.136
p42,p71,40.062
p42,p72,47.140
p42,p73,71.146
p42,p74,62.854
p42,p75,55.556
p42,p76,49.690
p42,p77,45.812
p42,p78,44.444
p42,p79,45.812
p42,p80,49.690
p43,p44,11.111
p43,p45,22.222
p43,p46,67.586
p43,p47,56.656
p43,p48,45.812
p43,p49,35.136
p43,p50,24.845
p43,p51,15.713
p43,p52,11.111
p43,p53,15.713
p43,p54,24.845
p43,p55,70.273
p43,p56,59.835
p43,p57,49.690
p43,p58,40.062
p43,p59,31.427
p43,p60,24.845
p43,p61,22.222
p43,p62,24.845
p43,p63,31.427
p43,p64,74.536
p43,p65,64.788
p43,p66,55.556
p43,p67,47.140
p43,p68,40.062
p43,p69,35.136
p43,p70,33.333
p43,p71,35.136
p43,p72,40.062
p43,p73,80.123
p43,p74,71.146
p43,p75,62.854
p43,p76,55.556
p43,p77,49.690
p43,p78,45.812
p43,p79,44.444
p43,p80,45.812
p44,p45,11.111
p44,p46,78.567
p44,p47,67.586
p44,p48,56.656
p44,p49,45.812
p44,p50,35.136
p44,p51,24.845
p44,p52,15.713
p44,p53,11.111
p44,p54,15.713
p44,p55,80.890
p44,p56,70.273
p44,p57,59.835
p44,p58,49.690
p44,p59,40.062
p44,p60,31.427
p44,p61,24.845
p44,p62,22.222
p44,p63,24.845
p44,p64,84.620
p44,p65,74.536
p44,p66,64.788
p44,p67,55.556
p44,p68,47.140
p44,p69,40.062
p44,p70,35.136
p44,p71,33.333
p44,p72,35.136
p44,p73,89.581
p44,p74,80.123
p44,p75,71.146
p44,p76,62.854
p44,p77,55.556
p44,p78,49.690
p44,p79,45.812
p44,p80,44.444
p45,p46,89.581
p45,p47,78.567
p45,p48,67.586
p45,p49,56.656
p45,p50,45.812
p45,p51,35.136
p45,p52,24.845
p45,p53,15.713
p45,p54,11.111
p45,p55,91.625
p45,p56,80.890
p45,p57,70.273
p45,p58,59.835
p45,p59,49.690
p45,p60,40.062
p45,p61,31.427
p45,p62,24.845
p45,p63,22.222
p45,p64,94.933
p45,p65,84.620
p45,p66,74.536
p45,p67,64.788
p45,p68,55.556
p45,p69,47.140
p45,p70,40.062
p45,p71,35.136
p45,p72,33.333
p45,p73,99.381
p45,p74,89.581
p45,p75,80.123
p45,p76,71.146
p45,p77,62.854
p45,p78,55.556
p45,p79,49.690
p45,p80,45.812
p46,p47,11.111
p46,p48,22.222
p46,p49,33.333
p46,p50,44.444
p46,p51,55.556
p46,p52,66.667
p46,p53,77.778
p46,p54,88.889
p46,p55,11.111
p46,p56,15.713
p46,p57,24.845
p46,p58,35.136
p46,p59,45.812
p46,p60,56.656
p46,p61,67.586
p46,p62,78.567
p46,p63,89.581
p46,p64,22.222
p46,p65,24.845
p46,p66,31.427
p46,p67,40.062
p46,p68,49.690
p46,p69,59.835
p46,p70,70.273
p46,p71,80.890
p46,p72,91.625
p46,p73,33.333
p46,p74,35.136
p46,p75,40.062
p46,p76,47.140
p46,p77,55.556
p46,p78,64.788
p46,p79,74.536
p46,p80,84.620
p47,p48,11.111
p47,p49,22.222
p47,p50,33.333
p47,p51,44.444
p47,p52,55.556
p47,p53,66.667
p47,p54,77.778
p47,p55,15.713
p47,p56,11.111
p47,p57,15.713
p47,p58,24.845
p47,p59,35.136
p47,p60,45.812
p47,p61,56.656
p47,p62,67.586
p47,p63,78.567
p47,p64,24.845
p47,p65,22.222
p47,p66,24.845
p47,p67,31.427
p47,p68,40.062
p47,p69,49.690
p47,p70,59.835
p47,p71,70.273
p47,p72,80.890
p47,p73,35.136
p47,p74,33.333
p47,p75,35.136
p47,p76,40.062
p47,p77,47.140
p47,p78,55.556
p47,p79,64.788
p47,p80,74.536
p48,p49,11.111
p48,p50,22.222
p48,p51,33.333
p48,p52,44.444
p48,p53,55.556
p48,p54,66.667
p48,p55,24.845
p48,p56,15.713
p48,p57,11.111
p48,p58,15.713
p48,p59,24.845
p48,p60,35.136
p48,p61,45.812
p48,p62,56.656
p48,p63,67.586
p48,p64,31.427
p48,p65,24.845
p48,p66,22.222
p48,p67,24.845
p48,p68,31.427
p48,p69,40.062
p48,p70,49.690
p48,p71,59.835
p48,p72,70.273
p48,p73,40.062
p48,p74,35.136
p48,p75,33.333
p48,p76,35.136
p48,p77,40.062
p48,p78,47.140
p48,p79,55.556
p48,p80,64.788
p49,p50,11.111
p49,p51,22.222
p49,p52,33.333
p49,p53,44.444
p49,p54,55.556
p49,p55,35.136
p49,p56,24.845
p49,p57,15.713
p49,p58,11.111
p49,p59,15.713
p49,p60,24.845
p49,p61,35.136
p49,p62,45.812
p49,p63,56.656
p49,p64,40.062
p49,p65,31.427
p49,p66,24.845
p49,p67,22.222
p49,p68,24.845
p49,p69,31.427
p49,p70,40.062
p49,p71,49.690
p49,p72,59.835
p49,p73,47.140
p49,p74,40.062
p49,p75,35.136
p49,p76,33.333
p49,p77,35.136
p49,p78,40.062
p49,p79,47.140
p49,p80,55.556
p50,p51,11.111
p50,p52,22.222
p50,p53,33.333
p50,p54,44.444
p50,p55,45.812
p50,p56,35.136
p50,p57,24.845
p50,p58,15.713
p50,p59,11.111
p50,p60,15.713
p50,p61,24.845
p50,p62,35.136
p50,p63,45.812
p50,p64,49.690
p50,p65,40.062
p50,p66,31.427
p50,p67,24.845
p50,p68,22.222
p50,p69,24.845
p50,p70,31.427
p50,p71,40.062
p50,p72,49.690
p50,p73,55.556
p50,p74,47.140
p50,p75,40.062
p50,p76,35.136
p50,p77,33.333
p50,p78,35.136
p50,p79,40.062
p50,p80,47.140
p51,p52,11.111
p51,p53,22.222
p51,p54,33.333
p51,p55,56.656
p51,p56,45.812
p51,p57,35.136
p51,p58,24.845
p51,p59,15.713
p51,p60,11.111
p51,p61,15.713
p51,p62,24.845
p51,p63,35.136
p51,p64,59.835
p51,p65,49.690
p51,p66,40.062
p51,p67,31.427
p51,p68,24.845
p51,p69,22.222
p51,p70,24.845
p51,p71,31.427
p51,p72,40.062
p51,p73,64.788
p51,p74,55.556
p51,p75,47.140
p51,p76,40.062
p51,p77,35.136
p51,p78,33.333
p51,p79,35.136
p51,p80,40.062
p52,p53,11.111
p52,p54,22.222
p52,p55,67.586
p52,p56,56.656
p52,p57,45.812
p52,p58,35.136
p52,p59,24.845
p52,p60,15.713
p52,p61,11.111
p52,p62,15.713
p52,p63,24.845
p52,p64,70.273
p52,p65,59.835
p52,p66,49.690
p52,p67,40.062
p52,p68,31.427
p52,p69,24.845
p52,p70,22.222
p52,p71,24.845
p52,p72,31.427
p52,p73,74.536
p52,p74,64.788
p52,p75,55.556
p52,p76,47.140
p52,p77,40.062
p52,p78,35.136
p52,p79,33.333
p52,p80,35.136
p53,p54,11.111
p53,p55,78.567
p53,p56,67.586
p53,p57,56.656
p53,p58,45.812
p53,p59,35.136
p53,p60,24.845
p53,p61,15.713
p53,p62,11.111
p53,p63,15.713
p53,p64,80.890
p53,p65,70.273
p53,p66,59.835
