from_patch,to_patch,length_km
p28,p165,38.079
p28,p166,36.401
p28,p167,35.355
p28,p168,35.000
p28,p169,35.355
p28,p170,36.401
p28,p171,38.079
p28,p172,40.311
p28,p173,43.012
p28,p174,46.098
p28,p175,49.497
p28,p176,53.151
p28,p177,57.009
p28,p178,61.033
p28,p179,65.192
p28,p180,69.462
p28,p181,53.151
p28,p182,50.000
p28,p183,47.170
p28,p184,44.721
p28,p185,42.720
p28,p186,41.231
p28,p187,40.311
p28,p188,40.000
p28,p189,40.311
p28,p190,41.231
p28,p191,42.720
p28,p192,44.721
p28,p193,47.170
p28,p194,50.000
p28,p195,53.151
p28,p196,56.569
p28,p197,60.208
p28,p198,64.031
p28,p199,68.007
p28,p200,72.111
p28,p201,57.009
p28,p202,54.083
p28,p203,51.478
p28,p204,49.244
p28,p205,47.434
p28,p206,46.098
p28,p207,45.277
p28,p208,45.000
p28,p209,45.277
p28,p210,46.098
p28,p211,47.434
p28,p212,49.244
p28,p213,51.478
p28,p214,54.083
p28,p215,57.009
p28,p216,60.208
p28,p217,63.640
p28,p218,67.268
p28,p219,71.063
p28,p220,75.000
p28,p221,61.033
p28,p222,58.310
p28,p223,55.902
p28,p224,53.852
p28,p225,52.202
p28,p226,50.990
p28,p227,50.249
p28,p228,50.000
p28,p229,50.249
p28,p230,50.990
p28,p231,52.202
p28,p232,53.852
p28,p233,55.902
p28,p234,58.310
p28,p235,61.033
p28,p236,64.031
p28,p237,67.268
p28,p238,70.711
p28,p239,74.330
p28,p240,78.102
p28,p241,65.192
p28,p242,62.650
p28,p243,60.415
p28,p244,58.523
p28,p245,57.009
p28,p246,55.902
p28,p247,55.227
p28,p248,55.000
p28,p249,55.227
p28,p250,55.902
p28,p251,57.009
p28,p252,58.523
p28,p253,60.415
p28,p254,62.650
p28,p255,65.192
p28,p256,68.007
p28,p257,71.063
p28,p258,74.330
p28,p259,77.782
p28,p260,81.394
p28,p261,69.462
p28,p262,67.082
p28,p263,65.000
p28,p264,63.246
p28,p265,61.847
p28,p266,60.828
p28,p267,60.208
p28,p268,60.000
p28,p269,60.208
p28,p270,60.828
p28,p271,61.847
p28,p272,63.246
p28,p273,65.000
p28,p274,67.082
p28,p275,69.462
p28,p276,72.111
p28,p277,75.000
p28,p278,78.102
p28,p279,81.394
p28,p280,84.853
p28,p281,73.824
p28,p282,71.589
p28,p283,69.642
p28,p284,68.007
p28,p285,66.708
p28,p286,65.765
p28,p287,65.192
p28,p288,65.000
p28,p289,65.192
p28,p290,65.765
p28,p291,66.708
p28,p292,68.007
p28,p293,69.642
p28,p294,71.589
p28,p295,73.824
p28,p296,76.322
p28,p297,79.057
p28,p298,82.006
p28,p299,85.147
p28,p300,88.459
p28,p301,78.262
p28,p302,76.158
p28,p303,74.330
p28,p304,72.801
p28,p305,71.589
p28,p306,70.711
p28,p307,70.178
p28,p308,70.000
p28,p309,70.178
p28,p310,70.711
p28,p311,71.589
p28,p312,72.801
p28,p313,74.330
p28,p314,76.158
p28,p315,78.262
p28,p316,80.623
p28,p317,83.217
p28,p318,86.023
p28,p319,89.022
p28,p320,92.195
p28,p321,82.765
p28,p322,80.777
p28,p323,79.057
p28,p324,77.621
p28,p325,76.485
p28,p326,75.664
p28,p327,75.166
p28,p328,75.000
p28,p329,75.166
p28,p330,75.664
p28,p331,76.485
p28,p332,77.621
p28,p333,79.057
p28,p334,80.777
p28,p335,82.765
p28,p336,85.000
p28,p337,87.464
p28,p338,90.139
p28,p339,93.005
p28,p340,96.047
p28,p341,87.321
p28,p342,85.440
p28,p343,83.815
p28,p344,82.462
p28,p345,81.394
p28,p346,80.623
p28,p347,80.156
p28,p348,80.000
p28,p349,80.156
p28,p350,80.623
p28,p351,81.394
p28,p352,82.462
p28,p353,83.815
p28,p354,85.440
p28,p355,87.321
p28,p356,89.443
p28,p357,91.788
p28,p358,94.340
p28,p359,97.082
p28,p360,100.000
p28,p361,91.924
p28,p362,90.139
p28,p363,88.600
p28,p364,87.321
p28,p365,86.313
p28,p366,85.586
p28,p367,85.147
p28,p368,85.000
p28,p369,85.147
p28,p370,85.586
p28,p371,86.313
p28,p372,87.321
p28,p373,88.600
p28,p374,90.139
p28,p375,91.924
p28,p376,93.941
p28,p377,96.177
p28,p378,98.615
p28,p379,101.242
p28,p380,104.043
p28,p381,96.566
p28,p382,94.868
p28,p383,93.408
p28,p384,92.195
p28,p385,91.241
p28,p386,90.554
p28,p387,90.139
p28,p388,90.000
p28,p389,90.139
p28,p390,90.554
p28,p391,91.241
p28,p392,92.195
p28,p393,93.408
p28,p394,94.868
p28,p395,96.566
p28,p396,98.489
p28,p397,100.623
p28,p398,102.956
p28,p399,105.475
p28,p400,108.167
p29,p30,5.000
p29,p31,10.000
p29,p32,15.000
p29,p33,20.000
p29,p34,25.000
p29,p35,30.000
p29,p36,35.000
p29,p37,40.000
p29,p38,45.000
p29,p39,50.000
p29,p40,55.000
p29,p41,40.311
p29,p42,35.355
p29,p43,30.414
p29,p44,25.495
p29,p45,20.616
p29,p46,15.811
p29,p47,11.180
p29,p48,7.071
p29,p49,5.000
p29,p50,7.071
p29,p51,11.180
p29,p52,15.811
p29,p53,20.616
p29,p54,25.495
p29,p55,30.414
p29,p56,35.355
p29,p57,40.311
p29,p58,45.277
p29,p59,50.249
p29,p60,55.227
p29,p61,41.231
p29,p62,36.401
p29,p63,31.623
p29,p64,26.926
p29,p65,22.361
p29,p66,18.028
p29,p67,14.142
p29,p68,11.180
p29,p69,10.000
p29,p70,11.180
p29,p71,14.142
p29,p72,18.028
p29,p73,22.361
p29,p74,26.926
p29,p75,31.623
p29,p76,36.401
p29,p77,41.231
p29,p78,46.098
p29,p79,50.990
p29,p80,55.902
p29,p81,42.720
p29,p82,38.079
p29,p83,33.541
p29,p84,29.155
p29,p85,25.000
p29,p86,21.213
p29,p87,18.028
p29,p88,15.811
p29,p89,15.000
p29,p90,15.811
p29,p91,18.028
p29,p92,21.213
p29,p93,25.000
p29,p94,29.155
p29,p95,33.541
p29,p96,38.079
p29,p97,42.720
p29,p98,47.434
p29,p99,52.202
p29,p100,57.009
p29,p101,44.721
p29,p102,40.311
p29,p103,36.056
p29,p104,32.016
p29,p105,28.284
p29,p106,25.000
p29,p107,22.361
p29,p108,20.616
p29,p109,20.000
p29,p110,20.616
p29,p111,22.361
p29,p112,25.000
p29,p113,28.284
p29,p114,32.016
p29,p115,36.056
p29,p116,40.311
p29,p117,44.721
p29,p118,49.244
p29,p119,53.852
p29,p120,58.523
p29,p121,47.170
p29,p122,43.012
p29,p123,39.051
p29,p124,35.355
p29,p125,32.016
p29,p126,29.155
p29,p127,26.926
p29,p128,25.495
p29,p129,25.000
p29,p130,25.495
p29,p131,26.926
p29,p132,29.155
p29,p133,32.016
p29,p134,35.355
p29,p135,39.051
p29,p136,43.012
p29,p137,47.170
p29,p138,51.478
p29,p139,55.902
p29,p140,60.415
p29,p141,50.000
p29,p142,46.098
p29,p143,42.426
p29,p144,39.051
p29,p145,36.056
p29,p146,33.541
p29,p147,31.623
p29,p148,30.414
p29,p149,30.000
p29,p150,30.414
p29,p151,31.623
p29,p152,33.541
p29,p153,36.056
p29,p154,39.051
p29,p155,42.426
p29,p156,46.098
p29,p157,50.000
p29,p158,54.083
p29,p159,58.310
p29,p160,62.650
p29,p161,53.151
p29,p162,49.497
p29,p163,46.098
p29,p164,43.012
p29,p165,40.311
p29,p166,38.079
p29,p167,36.401
p29,p168,35.355
p29,p169,35.000
p29,p170,35.355
p29,p171,36.401
p29,p172,38.079
p29,p173,40.311
p29,p174,43.012
p29,p175,46.098
p29,p176,49.497
p29,p177,53.151
p29,p178,57.009
p29,p179,61.033
p29,p180,65.192
p29,p181,56.569
p29,p182,53.151
p29,p183,50.000
p29,p184,47.170
p29,p185,44.721
p29,p186,42.720
p29,p187,41.231
p29,p188,40.311
p29,p189,40.000
p29,p190,40.311
p29,p191,41.231
p29,p192,42.720
p29,p193,44.721
p29,p194,47.170
p29,p195,50.000
p29,p196,53.151
p29,p197,56.569
p29,p198,60.208
p29,p199,64.031
p29,p200,68.007
p29,p201,60.208
p29,p202,57.009
p29,p203,54.083
p29,p204,51.478
p29,p205,49.244
p29,p206,47.434
p29,p207,46.098
p29,p208,45.277
p29,p209,45.000
p29,p210,45.277
p29,p211,46.098
p29,p212,47.434
p29,p213,49.244
p29,p214,51.478
p29,p215,54.083
p29,p216,57.009
p29,p217,60.208
p29,p218,63.640
p29,p219,67.268
p29,p220,71.063
p29,p221,64.031
p29,p222,61.033
p29,p223,58.310
p29,p224,55.902
p29,p225,53.852
p29,p226,52.202
p29,p227,50.990
p29,p228,50.249
p29,p229,50.000
p29,p230,50.249
p29,p231,50.990
p29,p232,52.202
p29,p233,53.852
p29,p234,55.902
p29,p235,58.310
p29,p236,61.033
p29,p237,64.031
p29,p238,67.268
p29,p239,70.711
p29,p240,74.330
p29,p241,68.007
p29,p242,65.192
p29,p243,62.650
p29,p244,60.415
p29,p245,58.523
p29,p246,57.009
p29,p247,55.902
p29,p248,55.227
p29,p249,55.000
p29,p250,55.227
p29,p251,55.902
p29,p252,57.009
p29,p253,58.523
p29,p254,60.415
p29,p255,62.650
p29,p256,65.192
p29,p257,68.007
p29,p258,71.063
p29,p259,74.330
p29,p260,77.782
p29,p261,72.111
p29,p262,69.462
p29,p263,67.082
p29,p264,65.000
p29,p265,63.246
p29,p266,61.847
p29,p267,60.828
p29,p268,60.208
p29,p269,60.000
p29,p270,60.208
p29,p271,60.828
p29,p272,61.847
p29,p273,63.246
p29,p274,65.000
p29,p275,67.082
p29,p276,69.462
p29,p277,72.111
p29,p278,75.000
p29,p279,78.102
p29,p280,81.394
p29,p281,76.322
p29,p282,73.824
p29,p283,71.589
p29,p284,69.642
p29,p285,68.007
p29,p286,66.708
p29,p287,65.765
p29,p288,65.192
p29,p289,65.000
p29,p290,65.192
p29,p291,65.765
p29,p292,66.708
p29,p293,68.007
p29,p294,69.642
p29,p295,71.589
p29,p296,73.824
p29,p297,76.322
p29,p298,79.057
p29,p299,82.006
p29,p300,85.147
p29,p301,80.623
p29,p302,78.262
p29,p303,76.158
p29,p304,74.330
p29,p305,72.801
p29,p306,71.589
p29,p307,70.711
p29,p308,70.178
p29,p309,70.000
p29,p310,70.178
p29,p311,70.711
p29,p312,71.589
p29,p313,72.801
p29,p314,74.330
p29,p315,76.158
p29,p316,78.262
p29,p317,80.623
p29,p318,83.217
p29,p319,86.023
p29,p320,89.022
p29,p321,85.000
p29,p322,82.765
p29,p323,80.777
p29,p324,79.057
p29,p325,77.621
p29,p326,76.485
p29,p327,75.664
p29,p328,75.166
p29,p329,75.000
p29,p330,75.166
p29,p331,75.664
p29,p332,76.485
p29,p333,77.621
p29,p334,79.057
p29,p335,80.777
p29,p336,82.765
p29,p337,85.000
p29,p338,87.464
p29,p339,90.139
p29,p340,93.005
p29,p341,89.443
p29,p342,87.321
p29,p343,85.440
p29,p344,83.815
p29,p345,82.462
p29,p346,81.394
p29,p347,80.623
p29,p348,80.156
p29,p349,80.000
p29,p350,80.156
p29,p351,80.623
p29,p352,81.394
p29,p353,82.462
p29,p354,83.815
p29,p355,85.440
p29,p356,87.321
p29,p357,89.443
p29,p358,91.788
p29,p359,94.340
p29,p360,97.082
p29,p361,93.941
p29,p362,91.924
p29,p363,90.139
p29,p364,88.600
p29,p365,87.321
p29,p366,86.313
p29,p367,85.586
p29,p368,85.147
p29,p369,85.000
p29,p370,85.147
p29,p371,85.586
p29,p372,86.313
p29,p373,87.321
p29,p374,88.600
p29,p375,90.139
p29,p376,91.924
p29,p377,93.941
p29,p378,96.177
p29,p379,98.615
p29,p380,101.242
p29,p381,98.489
p29,p382,96.566
p29,p383,94.868
p29,p384,93.408
p29,p385,92.195
p29,p386,91.241
p29,p387,90.554
p29,p388,90.139
p29,p389,90.000
p29,p390,90.139
p29,p391,90.554
p29,p392,91.241
p29,p393,92.195
p29,p394,93.408
p29,p395,94.868
p29,p396,96.566
p29,p397,98.489
p29,p398,100.623
p29,p399,102.956
p29,p400,105.475
p30,p31,5.000
p30,p32,10.000
p30,p33,15.000
p30,p34,20.000
p30,p35,25.000
p30,p36,30.000
p30,p37,35.000
p30,p38,40.000
p30,p39,45.000
p30,p40,50.000
p30,p41,45.277
p30,p42,40.311
p30,p43,35.355
p30,p44,30.414
p30,p45,25.495
p30,p46,20.616
p30,p47,15.811
p30,p48,11.180
p30,p49,7.071
p30,p50,5.000
p30,p51,7.071
p30,p52,11.180
p30,p53,15.811
p30,p54,20.616
p30,p55,25.495
p30,p56,30.414
p30,p57,35.355
p30,p58,40.311
p30,p59,45.277
p30,p60,50.249
p30,p61,46.098
p30,p62,41.231
p30,p63,36.401
p30,p64,31.623
p30,p65,26.926
p30,p66,22.361
p30,p67,18.028
p30,p68,14.142
p30,p69,11.180
p30,p70,10.000
p30,p71,11.180
p30,p72,14.142
p30,p73,18.028
p30,p74,22.361
p30,p75,26.926
p30,p76,31.623
p30,p77,36.401
p30,p78,41.231
p30,p79,46.098
p30,p80,50.990
p30,p81,47.434
p30,p82,42.720
p30,p83,38.079
p30,p84,33.541
p30,p85,29.155
p30,p86,25.000
p30,p87,21.213
p30,p88,18.028
p30,p89,15.811
p30,p90,15.000
p30,p91,15.811
p30,p92,18.028
p30,p93,21.213
p30,p94,25.000
p30,p95,29.155
p30,p96,33.541
p30,p97,38.079
p30,p98,42.720
p30,p99,47.434
p30,p100,52.202
p30,p101,49.244
p30,p102,44.721
p30,p103,40.311
p30,p104,36.056
p30,p105,32.016
p30,p106,28.284
p30,p107,25.000
p30,p108,22.361
p30,p109,20.616
p30,p110,20.000
p30,p111,20.616
p30,p112,22.361
p30,p113,25.000
p30,p114,28.284
p30,p115,32.016
p30,p116,36.056
p30,p117,40.311
p30,p118,44.721
p30,p119,49.244
p30,p120,53.852
p30,p121,51.478
p30,p122,47.170
p30,p123,43.012
p30,p124,39.051
p30,p125,35.355
p30,p126,32.016
p30,p127,29.155
p30,p128,26.926
p30,p129,25.495
p30,p130,25.000
p30,p131,25.495
p30,p132,26.926
p30,p133,29.155
p30,p134,32.016
p30,p135,35.355
p30,p136,39.051
p30,p137,43.012
p30,p138,47.170
p30,p139,51.478
p30,p140,55.902
p30,p141,54.083
p30,p142,50.000
p30,p143,46.098
p30,p144,42.426
p30,p145,39.051
p30,p146,36.056
p30,p147,33.541
p30,p148,31.623
p30,p149,30.414
p30,p150,30.000
p30,p151,30.414
p30,p152,31.623
p30,p153,33.541
p30,p154,36.056
p30,p155,39.051
p30,p156,42.426
p30,p157,46.098
p30,p158,50.000
p30,p159,54.083
p30,p160,58.310
p30,p161,57.009
p30,p162,53.151
p30,p163,49.497
p30,p164,46.098
p30,p165,43.012
p30,p166,40.311
p30,p167,38.079
p30,p168,36.401
p30,p169,35.355
p30,p170,35.000
p30,p171,35.355
p30,p172,36.401
p30,p173,38.079
p30,p174,40.311
p30,p175,43.012
p30,p176,46.098
p30,p177,49.497
p30,p178,53.151
p30,p179,57.009
p30,p180,61.033
p30,p181,60.208
p30,p182,56.569
p30,p183,53.151
p30,p184,50.000
p30,p185,47.170
p30,p186,44.721
p30,p187,42.720
p30,p188,41.231
p30,p189,40.311
p30,p190,40.000
p30,p191,40.311
p30,p192,41.231
p30,p193,42.720
p30,p194,44.721
p30,p195,47.170
p30,p196,50.000
p30,p197,53.151
p30,p198,56.569
p30,p199,60.208
p30,p200,64.031
p30,p201,63.640
p30,p202,60.208
p30,p203,57.009
p30,p204,54.083
p30,p205,51.478
p30,p206,49.244
p30,p207,47.434
p30,p208,46.098
p30,p209,45.277
p30,p210,45.000
p30,p211,45.277
p30,p212,46.098
p30,p213,47.434
p30,p214,49.244
p30,p215,51.478
p30,p216,54.083
p30,p217,57.009
p30,p218,60.208
p30,p219,63.640
p30,p220,67.268
p30,p221,67.268
p30,p222,64.031
p30,p223,61.033
p30,p224,58.310
p30,p225,55.902
p30,p226,53.852
p30,p227,52.202
p30,p228,50.990
p30,p229,50.249
p30,p230,50.000
p30,p231,50.249
p30,p232,50.990
p30,p233,52.202
p30,p234,53.852
p30,p235,55.902
p30,p236,58.310
p30,p237,61.033
p30,p238,64.031
p30,p239,67.268
p30,p240,70.711
p30,p241,71.063
p30,p242,68.007
p30,p243,65.192
p30,p244,62.650
p30,p245,60.415
p30,p246,58.523
p30,p247,57.009
p30,p248,55.902
p30,p249,55.227
p30,p250,55.000
p30,p251,55.227
p30,p252,55.902
p30,p253,57.009
p30,p254,58.523
p30,p255,60.415
p30,p256,62.650
p30,p257,65.192
p30,p258,68.007
p30,p259,71.063
p30,p260,74.330
p30,p261,75.000
p30,p262,72.111
p30,p263,69.462
p30,p264,67.082
p30,p265,65.000
p30,p266,63.246
p30,p267,61.847
p30,p268,60.828
p30,p269,60.208
p30,p270,60.000
p30,p271,60.208
p30,p272,60.828
p30,p273,61.847
p30,p274,63.246
p30,p275,65.000
p30,p276,67.082
p30,p277,69.462
p30,p278,72.111
p30,p279,75.000
p30,p280,78.102
p30,p281,79.057
p30,p282,76.322
p30,p283,73.824
p30,p284,71.589
p30,p285,69.642
p30,p286,68.007
p30,p287,66.708
p30,p288,65.765
p30,p289,65.192
p30,p290,65.000
p30,p291,65.192
p30,p292,65.765
p30,p293,66.708
p30,p294,68.007
p30,p295,69.642
p30,p296,71.589
p30,p297,73.824
p30,p298,76.322
p30,p299,79.057
p30,p300,82.006
p30,p301,83.217
p30,p302,80.623
p30,p303,78.262
p30,p304,76.158
p30,p305,74.330
p30,p306,72.801
p30,p307,71.589
p30,p308,70.711
p30,p309,70.178
p30,p310,70.000
p30,p311,70.178
p30,p312,70.711
p30,p313,71.589
p30,p314,72.801
p30,p315,74.330
p30,p316,76.158
p30,p317,78.262
p30,p318,80.623
p30,p319,83.217
p30,p320,86.023
p30,p321,87.464
p30,p322,85.000
p30,p323,82.765
p30,p324,80.777
p30,p325,79.057
p30,p326,77.621
p30,p327,76.485
p30,p328,75.664
p30,p329,75.166
p30,p330,75.000
p30,p331,75.166
p30,p332,75.664
p30,p333,76.485
p30,p334,77.621
p30,p335,79.057
p30,p336,80.777
p30,p337,82.765
p30,p338,85.000
p30,p339,87.464
p30,p340,90.139
p30,p341,91.788
p30,p342,89.443
p30,p343,87.321
p30,p344,85.440
p30,p345,83.815
p30,p346,82.462
p30,p347,81.394
p30,p348,80.623
p30,p349,80.156
p30,p350,80.000
p30,p351,80.156
p30,p352,80.623
p30,p353,81.394
p30,p354,82.462
p30,p355,83.815
p30,p356,85.440
p30,p357,87.321
p30,p358,89.443
p30,p359,91.788
p30,p360,94.340
p30,p361,96.177
p30,p362,93.941
p30,p363,91.924
p30,p364,90.139
p30,p365,88.600
p30,p366,87.321
p30,p367,86.313
p30,p368,85.586
p30,p369,85.147
p30,p370,85.000
p30,p371,85.147
p30,p372,85.586
p30,p373,86.313
p30,p374,87.321
p30,p375,88.600
p30,p376,90.139
p30,p377,91.924
p30,p378,93.941
p30,p379,96.177
p30,p380,98.615
p30,p381,100.623
p30,p382,98.489
p30,p383,96.566
p30,p384,94.868
p30,p385,93.408
p30,p386,92.195
p30,p387,91.241
p30,p388,90.554
p30,p389,90.139
p30,p390,90.000
p30,p391,90.139
p30,p392,90.554
p30,p393,91.241
p30,p394,92.195
p30,p395,93.408
p30,p396,94.868
p30,p397,96.566
p30,p398,98.489
p30,p399,100.623
p30,p400,102.956
p31,p32,5.000
p31,p33,10.000
p31,p34,15.000
p31,p35,20.000
p31,p36,25.000
p31,p37,30.000
p31,p38,35.000
p31,p39,40.000
p31,p40,45.000
p31,p41,50.249
p31,p42,45.277
p31,p43,40.311
p31,p44,35.355
p31,p45,30.414
p31,p46,25.495
p31,p47,20.616
p31,p48,15.811
p31,p49,11.180
p31,p50,7.071
p31,p51,5.000
p31,p52,7.071
p31,p53,11.180
p31,p54,15.811
p31,p55,20.616
p31,p56,25.495
p31,p57,30.414
p31,p58,35.355
p31,p59,40.311
p31,p60,45.277
p31,p61,50.990
p31,p62,46.098
p31,p63,41.231
p31,p64,36.401
p31,p65,31.623
p31,p66,26.926
p31,p67,22.361
p31,p68,18.028
p31,p69,14.142
p31,p70,11.180
p31,p71,10.000
p31,p72,11.180
p31,p73,14.142
p31,p74,18.028
p31,p75,22.361
p31,p76,26.926
p31,p77,31.623
p31,p78,36.401
p31,p79,41.231
p31,p80,46.098
p31,p81,52.202
p31,p82,47.434
p31,p83,42.720
p31,p84,38.079
p31,p85,33.541
p31,p86,29.155
p31,p87,25.000
p31,p88,21.213
p31,p89,18.028
p31,p90,15.811
p31,p91,15.000
p31,p92,15.811
p31,p93,18.028
p31,p94,21.213
p31,p95,25.000
p31,p96,29.155
p31,p97,33.541
p31,p98,38.079
p31,p99,42.720
p31,p100,47.434
p31,p101,53.852
p31,p102,49.244
p31,p103,44.721
p31,p104,40.311
p31,p105,36.056
p31,p106,32.016
p31,p107,28.284
p31,p108,25.000
p31,p109,22.361
p31,p110,20.616
p31,p111,20.000
p31,p112,20.616
p31,p113,22.361
p31,p114,25.000
p31,p115,28.284
p31,p116,32.016
p31,p117,36.056
p31,p118,40.311
p31,p119,44.721
p31,p120,49.244
p31,p121,55.902
p31,p122,51.478
p31,p123,47.170
p31,p124,43.012
p31,p125,39.051
p31,p126,35.355
p31,p127,32.016
p31,p128,29.155
p31,p129,26.926
p31,p130,25.495
p31,p131,25.000
p31,p132,25.495
p31,p133,26.926
p31,p134,29.155
p31,p135,32.016
p31,p136,35.355
p31,p137,39.051
p31,p138,43.012
p31,p139,47.170
p31,p140,51.478
p31,p141,58.310
p31,p142,54.083
p31,p143,50.000
p31,p144,46.098
p31,p145,42.426
p31,p146,39.051
p31,p147,36.056
p31,p148,33.541
p31,p149,31.623
p31,p150,30.414
p31,p151,30.000
p31,p152,30.414
p31,p153,31.623
p31,p154,33.541
p31,p155,36.056
p31,p156,39.051
p31,p157,42.426
p31,p158,46.098
p31,p159,50.000
p31,p160,54.083
p31,p161,61.033
p31,p162,57.009
p31,p163,53.151
p31,p164,49.497
p31,p165,46.098
p31,p166,43.012
p31,p167,40.311
p31,p168,38.079
p31,p169,36.401
p31,p170,35.355
p31,p171,35.000
p31,p172,35.355
p31,p173,36.401
p31,p174,38.079
p31,p175,40.311
p31,p176,43.012
p31,p177,46.098
p31,p178,49.497
p31,p179,53.151
p31,p180,57.009
p31,p181,64.031
p31,p182,60.208
p31,p183,56.569
p31,p184,53.151
p31,p185,50.000
p31,p186,47.170
p31,p187,44.721
p31,p188,42.720
p31,p189,41.231
p31,p190,40.311
p31,p191,40.000
p31,p192,40.311
p31,p193,41.231
p31,p194,42.720
p31,p195,44.721
p31,p196,47.170
p31,p197,50.000
p31,p198,53.151
p31,p199,56.569
p31,p200,60.208
p31,p201,67.268
p31,p202,63.640
p31,p203,60.208
p31,p204,57.009
p31,p205,54.083
p31,p206,51.478
p31,p207,49.244
p31,p208,47.434
p31,p209,46.098
p31,p210,45.277
p31,p211,45.000
p31,p212,45.277
p31,p213,46.098
p31,p214,47.434
p31,p215,49.244
p31,p216,51.478
p31,p217,54.083
p31,p218,57.009
p31,p219,60.208
p31,p220,63.640
p31,p221,70.711
p31,p222,67.268
p31,p223,64.031
p31,p224,61.033
p31,p225,58.310
p31,p226,55.902
p31,p227,53.852
p31,p228,52.202
p31,p229,50.990
p31,p230,50.249
p31,p231,50.000
p31,p232,50.249
p31,p233,50.990
p31,p234,52.202
p31,p235,53.852
p31,p236,55.902
p31,p237,58.310
p31,p238,61.033
p31,p239,64.031
p31,p240,67.268
p31,p241,74.330
p31,p242,71.063
p31,p243,68.007
p31,p244,65.192
p31,p245,62.650
p31,p246,60.415
p31,p247,58.523
p31,p248,57.009
p31,p249,55.902
p31,p250,55.227
p31,p251,55.000
p31,p252,55.227
p31,p253,55.902
p31,p254,57.009
p31,p255,58.523
p31,p256,60.415
p31,p257,62.650
p31,p258,65.192
p31,p259,68.007
p31,p260,71.063
p31,p261,78.102
p31,p262,75.000
p31,p263,72.111
p31,p264,69.462
p31,p265,67.082
p31,p266,65.000
p31,p267,63.246
p31,p268,61.847
p31,p269,60.828
p31,p270,60.208
p31,p271,60.000
p31,p272,60.208
p31,p273,60.828
p31,p274,61.847
p31,p275,63.246
p31,p276,65.000
p31,p277,67.082
p31,p278,69.462
p31,p279,72.111
p31,p280,75.000
p31,p281,82.006
p31,p282,79.057
p31,p283,76.322
p31,p284,73.824
p31,p285,71.589
p31,p286,69.642
p31,p287,68.007
p31,p288,66.708
p31,p289,65.765
p31,p290,65.192
p31,p291,65.000
p31,p292,65.192
p31,p293,65.765
p31,p294,66.708
p31,p295,68.007
p31,p296,69.642
p31,p297,71.589
p31,p298,73.824
p31,p299,76.322
p31,p300,79.057
p31,p301,86.023
p31,p302,83.217
p31,p303,80.623
p31,p304,78.262
p31,p305,76.158
p31,p306,74.330
p31,p307,72.801
p31,p308,71.589
p31,p309,70.711
p31,p310,70.178
p31,p311,70.000
p31,p312,70.178
p31,p313,70.711
p31,p314,71.589
p31,p315,72.801
p31,p316,74.330
p31,p317,76.158
p31,p318,78.262
p31,p319,80.623
p31,p320,83.217
p31,p321,90.139
p31,p322,87.464
p31,p323,85.000
p31,p324,82.765
p31,p325,80.777
p31,p326,79.057
p31,p327,77.621
p31,p328,76.485
p31,p329,75.664
p31,p330,75.166
p31,p331,75.000
p31,p332,75.166
p31,p333,75.664
p31,p334,76.485
p31,p335,77.621
p31,p336,79.057
p31,p337,80.777
p31,p338,82.765
p31,p339,85.000
p31,p340,87.464
p31,p341,94.340
p31,p342,91.788
p31,p343,89.443
p31,p344,87.321
p31,p345,85.440
p31,p346,83.815
p31,p347,82.462
p31,p348,81.394
p31,p349,80.623
p31,p350,80.156
p31,p351,80.000
p31,p352,80.156
p31,p353,80.623
p31,p354,81.394
p31,p355,82.462
p31,p356,83.815
p31,p357,85.440
p31,p358,87.321
p31,p359,89.443
p31,p360,91.788
p31,p361,98.615
p31,p362,96.177
p31,p363,93.941
p31,p364,91.924
p31,p365,90.139
p31,p366,88.600
p31,p367,87.321
p31,p368,86.313
p31,p369,85.586
p31,p370,85.147
p31,p371,85.000
p31,p372,85.147
p31,p373,85.586
p31,p374,86.313
p31,p375,87.321
p31,p376,88.600
p31,p377,90.139
p31,p378,91.924
p31,p379,93.941
p31,p380,96.177
p31,p381,102.956
p31,p382,100.623
p31,p383,98.489
p31,p384,96.566
p31,p385,94.868
p31,p386,93.408
p31,p387,92.195
p31,p388,91.241
p31,p389,90.554
p31,p390,90.139
p31,p391,90.000
p31,p392,90.139
p31,p393,90.554
p31,p394,91.241
p31,p395,92.195
p31,p396,93.408
p31,p397,94.868
p31,p398,96.566
p31,p399,98.489
p31,p400,100.623
p32,p33,5.000
p32,p34,10.000
p32,p35,15.000
p32,p36,20.000
p32,p37,25.000
p32,p38,30.000
p32,p39,35.000
p32,p40,40.000
p32,p41,55.227
p32,p42,50.249
p32,p43,45.277
p32,p44,40.311
p32,p45,35.355
p32,p46,30.414
p32,p47,25.495
p32,p48,20.616
p32,p49,15.811
p32,p50,11.180
p32,p51,7.071
p32,p52,5.000
p32,p53,7.071
p32,p54,11.180
p32,p55,15.811
p32,p56,20.616
p32,p57,25.495
p32,p58,30.414
p32,p59,35.355
p32,p60,40.311
p32,p61,55.902
p32,p62,50.990
p32,p63,46.098
p32,p64,41.231
p32,p65,36.401
p32,p66,31.623
p32,p67,26.926
p32,p68,22.361
p32,p69,18.028
p32,p70,14.142
p32,p71,11.180
p32,p72,10.000
p32,p73,11.180
p32,p74,14.142
p32,p75,18.028
p32,p76,22.361
p32,p77,26.926
p32,p78,31.623
p32,p79,36.401
p32,p80,41.231
p32,p81,57.009
p32,p82,52.202
p32,p83,47.434
p32,p84,42.720
