from_patch,to_patch,length_km
p13,p49,38.569
p13,p50,45.455
p13,p51,53.009
p13,p52,60.984
p13,p53,69.234
p13,p54,77.673
p13,p55,86.244
p13,p56,37.483
p13,p57,36.364
p13,p58,37.483
p13,p59,40.656
p13,p60,45.455
p13,p61,51.426
p13,p62,58.210
p13,p63,65.555
p13,p64,73.293
p13,p65,81.312
p13,p66,89.535
p13,p67,46.355
p13,p68,45.455
p13,p69,46.355
p13,p70,48.956
p13,p71,53.009
p13,p72,58.210
p13,p73,64.282
p13,p74,71.002
p13,p75,78.203
p13,p76,85.763
p13,p77,93.597
p13,p78,55.298
p13,p79,54.545
p13,p80,55.298
p13,p81,57.496
p13,p82,60.984
p13,p83,65.555
p13,p84,71.002
p13,p85,77.139
p13,p86,83.814
p13,p87,90.909
p13,p88,98.333
p13,p89,64.282
p13,p90,63.636
p13,p91,64.282
p13,p92,66.183
p13,p93,69.234
p13,p94,73.293
p13,p95,78.203
p13,p96,83.814
p13,p97,89.995
p13,p98,96.638
p13,p99,103.652
p13,p100,73.293
p13,p101,72.727
p13,p102,73.293
p13,p103,74.966
p13,p104,77.673
p13,p105,81.312
p13,p106,85.763
p13,p107,90.909
p13,p108,96.638
p13,p109,102.852
p13,p110,109.469
p13,p111,82.322
p13,p112,81.818
p13,p113,82.322
p13,p114,83.814
p13,p115,86.244
p13,p116,89.535
p13,p117,93.597
p13,p118,98.333
p13,p119,103.652
p13,p120,109.469
p14,p15,9.091
p14,p16,18.182
p14,p17,27.273
p14,p18,36.364
p14,p19,45.455
p14,p20,54.545
p14,p21,63.636
p14,p22,72.727
p14,p23,20.328
p14,p24,12.856
p14,p25,9.091
p14,p26,12.856
p14,p27,20.328
p14,p28,28.748
p14,p29,37.483
p14,p30,46.355
p14,p31,55.298
p14,p32,64.282
p14,p33,73.293
p14,p34,25.713
p14,p35,20.328
p14,p36,18.182
p14,p37,20.328
p14,p38,25.713
p14,p39,32.778
p14,p40,40.656
p14,p41,48.956
p14,p42,57.496
p14,p43,66.183
p14,p44,74.966
p14,p45,32.778
p14,p46,28.748
p14,p47,27.273
p14,p48,28.748
p14,p49,32.778
p14,p50,38.569
p14,p51,45.455
p14,p52,53.009
p14,p53,60.984
p14,p54,69.234
p14,p55,77.673
p14,p56,40.656
p14,p57,37.483
p14,p58,36.364
p14,p59,37.483
p14,p60,40.656
p14,p61,45.455
p14,p62,51.426
p14,p63,58.210
p14,p64,65.555
p14,p65,73.293
p14,p66,81.312
p14,p67,48.956
p14,p68,46.355
p14,p69,45.455
p14,p70,46.355
p14,p71,48.956
p14,p72,53.009
p14,p73,58.210
p14,p74,64.282
p14,p75,71.002
p14,p76,78.203
p14,p77,85.763
p14,p78,57.496
p14,p79,55.298
p14,p80,54.545
p14,p81,55.298
p14,p82,57.496
p14,p83,60.984
p14,p84,65.555
p14,p85,71.002
p14,p86,77.139
p14,p87,83.814
p14,p88,90.909
p14,p89,66.183
p14,p90,64.282
p14,p91,63.636
p14,p92,64.282
p14,p93,66.183
p14,p94,69.234
p14,p95,73.293
p14,p96,78.203
p14,p97,83.814
p14,p98,89.995
p14,p99,96.638
p14,p100,74.966
p14,p101,73.293
p14,p102,72.727
p14,p103,73.293
p14,p104,74.966
p14,p105,77.673
p14,p106,81.312
p14,p107,85.763
p14,p108,90.909
p14,p109,96.638
p14,p110,102.852
p14,p111,83.814
p14,p112,82.322
p14,p113,81.818
p14,p114,82.322
p14,p115,83.814
p14,p116,86.244
p14,p117,89.535
p14,p118,93.597
p14,p119,98.333
p14,p120,103.652
p15,p16,9.091
p15,p17,18.182
p15,p18,27.273
p15,p19,36.364
p15,p20,45.455
p15,p21,54.545
p15,p22,63.636
p15,p23,28.748
p15,p24,20.328
p15,p25,12.856
p15,p26,9.091
p15,p27,12.856
p15,p28,20.328
p15,p29,28.748
p15,p30,37.483
p15,p31,46.355
p15,p32,55.298
p15,p33,64.282
p15,p34,32.778
p15,p35,25.713
p15,p36,20.328
p15,p37,18.182
p15,p38,20.328
p15,p39,25.713
p15,p40,32.778
p15,p41,40.656
p15,p42,48.956
p15,p43,57.496
p15,p44,66.183
p15,p45,38.569
p15,p46,32.778
p15,p47,28.748
p15,p48,27.273
p15,p49,28.748
p15,p50,32.778
p15,p51,38.569
p15,p52,45.455
p15,p53,53.009
p15,p54,60.984
p15,p55,69.234
p15,p56,45.455
p15,p57,40.656
p15,p58,37.483
p15,p59,36.364
p15,p60,37.483
p15,p61,40.656
p15,p62,45.455
p15,p63,51.426
p15,p64,58.210
p15,p65,65.555
p15,p66,73.293
p15,p67,53.009
p15,p68,48.956
p15,p69,46.355
p15,p70,45.455
p15,p71,46.355
p15,p72,48.956
p15,p73,53.009
p15,p74,58.210
p15,p75,64.282
p15,p76,71.002
p15,p77,78.203
p15,p78,60.984
p15,p79,57.496
p15,p80,55.298
p15,p81,54.545
p15,p82,55.298
p15,p83,57.496
p15,p84,60.984
p15,p85,65.555
p15,p86,71.002
p15,p87,77.139
p15,p88,83.814
p15,p89,69.234
p15,p90,66.183
p15,p91,64.282
p15,p92,63.636
p15,p93,64.282
p15,p94,66.183
p15,p95,69.234
p15,p96,73.293
p15,p97,78.203
p15,p98,83.814
p15,p99,89.995
p15,p100,77.673
p15,p101,74.966
p15,p102,73.293
p15,p103,72.727
p15,p104,73.293
p15,p105,74.966
p15,p106,77.673
p15,p107,81.312
p15,p108,85.763
p15,p109,90.909
p15,p110,96.638
p15,p111,86.244
p15,p112,83.814
p15,p113,82.322
p15,p114,81.818
p15,p115,82.322
p15,p116,83.814
p15,p117,86.244
p15,p118,89.535
p15,p119,93.597
p15,p120,98.333
p16,p17,9.091
p16,p18,18.182
p16,p19,27.273
p16,p20,36.364
p16,p21,45.455
p16,p22,54.545
p16,p23,37.483
p16,p24,28.748
p16,p25,20.328
p16,p26,12.856
p16,p27,9.091
p16,p28,12.856
p16,p29,20.328
p16,p30,28.748
p16,p31,37.483
p16,p32,46.355
p16,p33,55.298
p16,p34,40.656
p16,p35,32.778
p16,p36,25.713
p16,p37,20.328
p16,p38,18.182
p16,p39,20.328
p16,p40,25.713
p16,p41,32.778
p16,p42,40.656
p16,p43,48.956
p16,p44,57.496
p16,p45,45.455
p16,p46,38.569
p16,p47,32.778
p16,p48,28.748
p16,p49,27.273
p16,p50,28.748
p16,p51,32.778
p16,p52,38.569
p16,p53,45.455
p16,p54,53.009
p16,p55,60.984
p16,p56,51.426
p16,p57,45.455
p16,p58,40.656
p16,p59,37.483
p16,p60,36.364
p16,p61,37.483
p16,p62,40.656
p16,p63,45.455
p16,p64,51.426
p16,p65,58.210
p16,p66,65.555
p16,p67,58.210
p16,p68,53.009
p16,p69,48.956
p16,p70,46.355
p16,p71,45.455
p16,p72,46.355
p16,p73,48.956
p16,p74,53.009
p16,p75,58.210
p16,p76,64.282
p16,p77,71.002
p16,p78,65.555
p16,p79,60.984
p16,p80,57.496
p16,p81,55.298
p16,p82,54.545
p16,p83,55.298
p16,p84,57.496
p16,p85,60.984
p16,p86,65.555
p16,p87,71.002
p16,p88,77.139
p16,p89,73.293
p16,p90,69.234
p16,p91,66.183
p16,p92,64.282
p16,p93,63.636
p16,p94,64.282
p16,p95,66.183
p16,p96,69.234
p16,p97,73.293
p16,p98,78.203
p16,p99,83.814
p16,p100,81.312
p16,p101,77.673
p16,p102,74.966
p16,p103,73.293
p16,p104,72.727
p16,p105,73.293
p16,p106,74.966
p16,p107,77.673
p16,p108,81.312
p16,p109,85.763
p16,p110,90.909
p16,p111,89.535
p16,p112,86.244
p16,p113,83.814
p16,p114,82.322
p16,p115,81.818
p16,p116,82.322
p16,p117,83.814
p16,p118,86.244
p16,p119,89.535
p16,p120,93.597
p17,p18,9.091
p17,p19,18.182
p17,p20,27.273
p17,p21,36.364
p17,p22,45.455
p17,p23,46.355
p17,p24,37.483
p17,p25,28.748
p17,p26,20.328
p17,p27,12.856
p17,p28,9.091
p17,p29,12.856
p17,p30,20.328
p17,p31,28.748
p17,p32,37.483
p17,p33,46.355
p17,p34,48.956
p17,p35,40.656
p17,p36,32.778
p17,p37,25.713
p17,p38,20.328
p17,p39,18.182
p17,p40,20.328
p17,p41,25.713
p17,p42,32.778
p17,p43,40.656
p17,p44,48.956
p17,p45,53.009
p17,p46,45.455
p17,p47,38.569
p17,p48,32.778
p17,p49,28.748
p17,p50,27.273
p17,p51,28.748
p17,p52,32.778
p17,p53,38.569
p17,p54,45.455
p17,p55,53.009
p17,p56,58.210
p17,p57,51.426
p17,p58,45.455
p17,p59,40.656
p17,p60,37.483
p17,p61,36.364
p17,p62,37.483
p17,p63,40.656
p17,p64,45.455
p17,p65,51.426
p17,p66,58.210
p17,p67,64.282
p17,p68,58.210
p17,p69,53.009
p17,p70,48.956
p17,p71,46.355
p17,p72,45.455
p17,p73,46.355
p17,p74,48.956
p17,p75,53.009
p17,p76,58.210
p17,p77,64.282
p17,p78,71.002
p17,p79,65.555
p17,p80,60.984
p17,p81,57.496
p17,p82,55.298
p17,p83,54.545
p17,p84,55.298
p17,p85,57.496
p17,p86,60.984
p17,p87,65.555
p17,p88,71.002
p17,p89,78.203
p17,p90,73.293
p17,p91,69.234
p17,p92,66.183
p17,p93,64.282
p17,p94,63.636
p17,p95,64.282
p17,p96,66.183
p17,p97,69.234
p17,p98,73.293
p17,p99,78.203
p17,p100,85.763
p17,p101,81.312
p17,p102,77.673
p17,p103,74.966
p17,p104,73.293
p17,p105,72.727
p17,p106,73.293
p17,p107,74.966
p17,p108,77.673
p17,p109,81.312
p17,p110,85.763
p17,p111,93.597
p17,p112,89.535
p17,p113,86.244
p17,p114,83.814
p17,p115,82.322
p17,p116,81.818
p17,p117,82.322
p17,p118,83.814
p17,p119,86.244
p17,p120,89.535
p18,p19,9.091
p18,p20,18.182
p18,p21,27.273
p18,p22,36.364
p18,p23,55.298
p18,p24,46.355
p18,p25,37.483
p18,p26,28.748
p18,p27,20.328
p18,p28,12.856
p18,p29,9.091
p18,p30,12.856
p18,p31,20.328
p18,p32,28.748
p18,p33,37.483
p18,p34,57.496
p18,p35,48.956
p18,p36,40.656
p18,p37,32.778
p18,p38,25.713
p18,p39,20.328
p18,p40,18.182
p18,p41,20.328
p18,p42,25.713
p18,p43,32.778
p18,p44,40.656
p18,p45,60.984
p18,p46,53.009
p18,p47,45.455
p18,p48,38.569
p18,p49,32.778
p18,p50,28.748
p18,p51,27.273
p18,p52,28.748
p18,p53,32.778
p18,p54,38.569
p18,p55,45.455
p18,p56,65.555
p18,p57,58.210
p18,p58,51.426
p18,p59,45.455
p18,p60,40.656
p18,p61,37.483
p18,p62,36.364
p18,p63,37.483
p18,p64,40.656
p18,p65,45.455
p18,p66,51.426
p18,p67,71.002
p18,p68,64.282
p18,p69,58.210
p18,p70,53.009
p18,p71,48.956
p18,p72,46.355
p18,p73,45.455
p18,p74,46.355
p18,p75,48.956
p18,p76,53.009
p18,p77,58.210
p18,p78,77.139
p18,p79,71.002
p18,p80,65.555
p18,p81,60.984
p18,p82,57.496
p18,p83,55.298
p18,p84,54.545
p18,p85,55.298
p18,p86,57.496
p18,p87,60.984
p18,p88,65.555
p18,p89,83.814
p18,p90,78.203
p18,p91,73.293
p18,p92,69.234
p18,p93,66.183
p18,p94,64.282
p18,p95,63.636
p18,p96,64.282
p18,p97,66.183
p18,p98,69.234
p18,p99,73.293
p18,p100,90.909
p18,p101,85.763
p18,p102,81.312
p18,p103,77.673
p18,p104,74.966
p18,p105,73.293
p18,p106,72.727
p18,p107,73.293
p18,p108,74.966
p18,p109,77.673
p18,p110,81.312
p18,p111,98.333
p18,p112,93.597
p18,p113,89.535
p18,p114,86.244
p18,p115,83.814
p18,p116,82.322
p18,p117,81.818
p18,p118,82.322
p18,p119,83.814
p18,p120,86.244
p19,p20,9.091
p19,p21,18.182
p19,p22,27.273
p19,p23,64.282
p19,p24,55.298
p19,p25,46.355
p19,p26,37.483
p19,p27,28.748
p19,p28,20.328
p19,p29,12.856
p19,p30,9.091
p19,p31,12.856
p19,p32,20.328
p19,p33,28.748
p19,p34,66.183
p19,p35,57.496
p19,p36,48.956
p19,p37,40.656
p19,p38,32.778
p19,p39,25.713
p19,p40,20.328
p19,p41,18.182
p19,p42,20.328
p19,p43,25.713
p19,p44,32.778
p19,p45,69.234
p19,p46,60.984
p19,p47,53.009
p19,p48,45.455
p19,p49,38.569
p19,p50,32.778
p19,p51,28.748
p19,p52,27.273
p19,p53,28.748
p19,p54,32.778
p19,p55,38.569
p19,p56,73.293
p19,p57,65.555
p19,p58,58.210
p19,p59,51.426
p19,p60,45.455
p19,p61,40.656
p19,p62,37.483
p19,p63,36.364
p19,p64,37.483
p19,p65,40.656
p19,p66,45.455
p19,p67,78.203
p19,p68,71.002
p19,p69,64.282
p19,p70,58.210
p19,p71,53.009
p19,p72,48.956
p19,p73,46.355
p19,p74,45.455
p19,p75,46.355
p19,p76,48.956
p19,p77,53.009
p19,p78,83.814
p19,p79,77.139
p19,p80,71.002
p19,p81,65.555
p19,p82,60.984
p19,p83,57.496
p19,p84,55.298
p19,p85,54.545
p19,p86,55.298
p19,p87,57.496
p19,p88,60.984
p19,p89,89.995
p19,p90,83.814
p19,p91,78.203
p19,p92,73.293
p19,p93,69.234
p19,p94,66.183
p19,p95,64.282
p19,p96,63.636
p19,p97,64.282
p19,p98,66.183
p19,p99,69.234
p19,p100,96.638
p19,p101,90.909
p19,p102,85.763
p19,p103,81.312
p19,p104,77.673
p19,p105,74.966
p19,p106,73.293
p19,p107,72.727
p19,p108,73.293
p19,p109,74.966
p19,p110,77.673
p19,p111,103.652
p19,p112,98.333
p19,p113,93.597
p19,p114,89.535
p19,p115,86.244
p19,p116,83.814
p19,p117,82.322
p19,p118,81.818
p19,p119,82.322
p19,p120,83.814
p20,p21,9.091
p20,p22,18.182
p20,p23,73.293
p20,p24,64.282
p20,p25,55.298
p20,p26,46.355
p20,p27,37.483
p20,p28,28.748
p20,p29,20.328
p20,p30,12.856
p20,p31,9.091
p20,p32,12.856
p20,p33,20.328
p20,p34,74.966
p20,p35,66.183
p20,p36,57.496
p20,p37,48.956
p20,p38,40.656
p20,p39,32.778
p20,p40,25.713
p20,p41,20.328
p20,p42,18.182
p20,p43,20.328
p20,p44,25.713
p20,p45,77.673
p20,p46,69.234
p20,p47,60.984
p20,p48,53.009
p20,p49,45.455
p20,p50,38.569
p20,p51,32.778
p20,p52,28.748
p20,p53,27.273
p20,p54,28.748
p20,p55,32.778
p20,p56,81.312
p20,p57,73.293
p20,p58,65.555
p20,p59,58.210
p20,p60,51.426
p20,p61,45.455
p20,p62,40.656
p20,p63,37.483
p20,p64,36.364
p20,p65,37.483
p20,p66,40.656
p20,p67,85.763
p20,p68,78.203
p20,p69,71.002
p20,p70,64.282
p20,p71,58.210
p20,p72,53.009
p20,p73,48.956
p20,p74,46.355
p20,p75,45.455
p20,p76,46.355
p20,p77,48.956
p20,p78,90.909
p20,p79,83.814
p20,p80,77.139
p20,p81,71.002
p20,p82,65.555
p20,p83,60.984
p20,p84,57.496
p20,p85,55.298
p20,p86,54.545
p20,p87,55.298
p20,p88,57.496
p20,p89,96.638
p20,p90,89.995
p20,p91,83.814
p20,p92,78.203
p20,p93,73.293
p20,p94,69.234
p20,p95,66.183
p20,p96,64.282
p20,p97,63.636
p20,p98,64.282
p20,p99,66.183
p20,p100,102.852
p20,p101,96.638
p20,p102,90.909
p20,p103,85.763
p20,p104,81.312
p20,p105,77.673
p20,p106,74.966
p20,p107,73.293
p20,p108,72.727
p20,p109,73.293
p20,p110,74.966
p20,p111,109.469
p20,p112,103.652
p20,p113,98.333
p20,p114,93.597
p20,p115,89.535
p20,p116,86.244
p20,p117,83.814
p20,p118,82.322
p20,p119,81.818
p20,p120,82.322
p21,p22,9.091
p21,p23,82.322
p21,p24,73.293
p21,p25,64.282
p21,p26,55.298
p21,p27,46.355
p21,p28,37.483
p21,p29,28.748
p21,p30,20.328
p21,p31,12.856
p21,p32,9.091
p21,p33,12.856
p21,p34,83.814
p21,p35,74.966
p21,p36,66.183
p21,p37,57.496
p21,p38,48.956
p21,p39,40.656
p21,p40,32.778
p21,p41,25.713
p21,p42,20.328
p21,p43,18.182
p21,p44,20.328
p21,p45,86.244
p21,p46,77.673
p21,p47,69.234
p21,p48,60.984
p21,p49,53.009
p21,p50,45.455
p21,p51,38.569
p21,p52,32.778
p21,p53,28.748
p21,p54,27.273
p21,p55,28.748
p21,p56,89.535
p21,p57,81.312
p21,p58,73.293
p21,p59,65.555
p21,p60,58.210
p21,p61,51.426
p21,p62,45.455
p21,p63,40.656
p21,p64,37.483
p21,p65,36.364
p21,p66,37.483
p21,p67,93.597
p21,p68,85.763
p21,p69,78.203
p21,p70,71.002
p21,p71,64.282
p21,p72,58.210
p21,p73,53.009
p21,p74,48.956
p21,p75,46.355
p21,p76,45.455
p21,p77,46.355
p21,p78,98.333
p21,p79,90.909
p21,p80,83.814
p21,p81,77.139
p21,p82,71.002
p21,p83,65.555
p21,p84,60.984
p21,p85,57.496
p21,p86,55.298
p21,p87,54.545
p21,p88,55.298
p21,p89,103.652
p21,p90,96.638
p21,p91,89.995
p21,p92,83.814
p21,p93,78.203
p21,p94,73.293
p21,p95,69.234
p21,p96,66.183
p21,p97,64.282
p21,p98,63.636
p21,p99,64.282
p21,p100,109.469
p21,p101,102.852
p21,p102,96.638
p21,p103,90.909
p21,p104,85.763
p21,p105,81.312
p21,p106,77.673
p21,p107,74.966
p21,p108,73.293
p21,p109,72.727
p21,p110,73.293
p21,p111,115.708
p21,p112,109.469
p21,p113,103.652
p21,p114,98.333
p21,p115,93.597
p21,p116,89.535
p21,p117,86.244
p21,p118,83.814
p21,p119,82.322
p21,p120,81.818
p22,p23,91.363
p22,p24,82.322
p22,p25,73.293
p22,p26,64.282
p22,p27,55.298
p22,p28,46.355
p22,p29,37.483
p22,p30,28.748
p22,p31,20.328
p22,p32,12.856
p22,p33,9.091
p22,p34,92.709
p22,p35,83.814
p22,p36,74.966
p22,p37,66.183
p22,p38,57.496
p22,p39,48.956
p22,p40,40.656
p22,p41,32.778
p22,p42,25.713
p22,p43,20.328
p22,p44,18.182
p22,p45,94.912
p22,p46,86.244
p22,p47,77.673
p22,p48,69.234
p22,p49,60.984
p22,p50,53.009
p22,p51,45.455
p22,p52,38.569
p22,p53,32.778
p22,p54,28.748
p22,p55,27.273
p22,p56,97.912
p22,p57,89.535
p22,p58,81.312
p22,p59,73.293
p22,p60,65.555
p22,p61,58.210
p22,p62,51.426
p22,p63,45.455
p22,p64,40.656
p22,p65,37.483
p22,p66,36.364
p22,p67,101.639
p22,p68,93.597
p22,p69,85.763
p22,p70,78.203
p22,p71,71.002
p22,p72,64.282
p22,p73,58.210
p22,p74,53.009
p22,p75,48.956
p22,p76,46.355
p22,p77,45.455
p22,p78,106.017
p22,p79,98.333
p22,p80,90.909
p22,p81,83.814
p22,p82,77.139
p22,p83,71.002
p22,p84,65.555
p22,p85,60.984
p22,p86,57.496
p22,p87,55.298
p22,p88,54.545
p22,p89,110.969
p22,p90,103.652
p22,p91,96.638
p22,p92,89.995
p22,p93,83.814
p22,p94,78.203
p22,p95,73.293
p22,p96,69.234
p22,p97,66.183
p22,p98,64.282
p22,p99,63.636
p22,p100,116.420
p22,p101,109.469
p22,p102,102.852
p22,p103,96.638
p22,p104,90.909
p22,p105,85.763
p22,p106,81.312
p22,p107,77.673
p22,p108,74.966
p22,p109,73.293
p22,p110,72.727
p22,p111,122.306
p22,p112,115.708
p22,p113,109.469
p22,p114,103.652
p22,p115,98.333
p22,p116,93.597
p22,p117,89.535
p22,p118,86.244
p22,p119,83.814
p22,p120,82.322
p23,p24,9.091
p23,p25,18.182
p23,p26,27.273
p23,p27,36.364
p23,p28,45.455
p23,p29,54.545
p23,p30,63.636
p23,p31,72.727
p23,p32,81.818
p23,p33,90.909
p23,p34,9.091
p23,p35,12.856
p23,p36,20.328
p23,p37,28.748
p23,p38,37.483
p23,p39,46.355
p23,p40,55.298
p23,p41,64.282
p23,p42,73.293
p23,p43,82.322
p23,p44,91.363
p23,p45,18.182
p23,p46,20.328
p23,p47,25.713
p23,p48,32.778
p23,p49,40.656
p23,p50,48.956
p23,p51,57.496
p23,p52,66.183
p23,p53,74.966
p23,p54,83.814
p23,p55,92.709
p23,p56,27.273
p23,p57,28.748
p23,p58,32.778
p23,p59,38.569
p23,p60,45.455
p23,p61,53.009
p23,p62,60.984
p23,p63,69.234
p23,p64,77.673
p23,p65,86.244
p23,p66,94.912
p23,p67,36.364
p23,p68,37.483
p23,p69,40.656
p23,p70,45.455
p23,p71,51.426
p23,p72,58.210
p23,p73,65.555
p23,p74,73.293
p23,p75,81.312
p23,p76,89.535
p23,p77,97.912
p23,p78,45.455
p23,p79,46.355
p23,p80,48.956
p23,p81,53.009
p23,p82,58.210
p23,p83,64.282
p23,p84,71.002
p23,p85,78.203
p23,p86,85.763
p23,p87,93.597
p23,p88,101.639
p23,p89,54.545
p23,p90,55.298
p23,p91,57.496
p23,p92,60.984
p23,p93,65.555
p23,p94,71.002
p23,p95,77.139
p23,p96,83.814
p23,p97,90.909
p23,p98,98.333
p23,p99,106.017
p23,p100,63.636
p23,p101,64.282
p23,p102,66.183
p23,p103,69.234
p23,p104,73.293
p23,p105,78.203
p23,p106,83.814
p23,p107,89.995
p23,p108,96.638
p23,p109,103.652
p23,p110,110.969
p23,p111,72.727
p23,p112,73.293
p23,p113,74.966
p23,p114,77.673
p23,p115,81.312
p23,p116,85.763
p23,p117,90.909
p23,p118,96.638
p23,p119,102.852
p23,p120,109.469
p24,p25,9.091
p24,p26,18.182
p24,p27,27.273
p24,p28,36.364
p24,p29,45.455
p24,p30,54.545
p24,p31,63.636
p24,p32,72.727
p24,p33,81.818
p24,p34,12.856
p24,p35,9.091
p24,p36,12.856
p24,p37,20.328
p24,p38,28.748
p24,p39,37.483
p24,p40,46.355
p24,p41,55.298
p24,p42,64.282
p24,p43,73.293
p24,p44,82.322
p24,p45,20.328
p24,p46,18.182
p24,p47,20.328
p24,p48,25.713
p24,p49,32.778
p24,p50,40.656
p24,p51,48.956
p24,p52,57.496
p24,p53,66.183
p24,p54,74.966
p24,p55,83.814
p24,p56,28.748
p24,p57,27.273
p24,p58,28.748
p24,p59,32.778
p24,p60,38.569
p24,p61,45.455
p24,p62,53.009
p24,p63,60.984
p24,p64,69.234
p24,p65,77.673
p24,p66,86.244
p24,p67,37.483
p24,p68,36.364
p24,p69,37.483
p24,p70,40.656
p24,p71,45.455
p24,p72,51.426
p24,p73,58.210
p24,p74,65.555
p24,p75,73.293
p24,p76,81.312
p24,p77,89.535
p24,p78,46.355
p24,p79,45.455
p24,p80,46.355
p24,p81,48.956
p24,p82,53.009
p24,p83,58.210
p24,p84,64.282
p24,p85,71.002
p24,p86,78.203
p24,p87,85.763
p24,p88,93.597
p24,p89,55.298
p24,p90,54.545
p24,p91,55.298
p24,p92,57.496
p24,p93,60.984
p24,p94,65.555
p24,p95,71.002
p24,p96,77.139
p24,p97,83.814
p24,p98,90.909
p24,p99,98.333
p24,p100,64.282
p24,p101,63.636
p24,p102,64.282
p24,p103,66.183
p24,p104,69.234
p24,p105,73.293
p24,p106,78.203
p24,p107,83.814
p24,p108,89.995
p24,p109,96.638
p24,p110,103.652
p24,p111,73.293
p24,p112,72.727
p24,p113,73.293
p24,p114,74.966
p24,p115,77.673
p24,p116,81.312
p24,p117,85.763
p24,p118,90.909
p24,p119,96.638
p24,p120,102.852
p25,p26,9.091
p25,p27,18.182
p25,p28,27.273
p25,p29,36.364
p25,p30,45.455
p25,p31,54.545
p25,p32,63.636
p25,p33,72.727
p25,p34,20.328
p25,p35,12.856
p25,p36,9.091
p25,p37,12.856
p25,p38,20.328
p25,p39,28.748
p25,p40,37.483
p25,p41,46.355
p25,p42,55.298
p25,p43,64.282
p25,p44,73.293
p25,p45,25.713
p25,p46,20.328
p25,p47,18.182
p25,p48,20.328
p25,p49,25.713
p25,p50,32.778
p25,p51,40.656
p25,p52,48.956
p25,p53,57.496
p25,p54,66.183
p25,p55,74.966
p25,p56,32.778
p25,p57,28.748
p25,p58,27.273
p25,p59,28.748
p25,p60,32.778
p25,p61,38.569
p25,p62,45.455
p25,p63,53.009
p25,p64,60.984
p25,p65,69.234
p25,p66,77.673
p25,p67,40.656
p25,p68,37.483
p25,p69,36.364
p25,p70,37.483
p25,p71,40.656
p25,p72,45.455
p25,p73,51.426
p25,p74,58.210
p25,p75,65.555
p25,p76,73.293
p25,p77,81.312
p25,p78,48.956
p25,p79,46.355
p25,p80,45.455
p25,p81,46.355
p25,p82,48.956
p25,p83,53.009
p25,p84,58.210
p25,p85,64.282
p25,p86,71.002
p25,p87,78.203
p25,p88,85.763
p25,p89,57.496
p25,p90,55.298
p25,p91,54.545
p25,p92,55.298
p25,p93,57.496
p25,p94,60.984
p25,p95,65.555
p25,p96,71.002
p25,p97,77.139
p25,p98,83.814
p25,p99,90.909
p25,p100,66.183
p25,p101,64.282
p25,p102,63.636
p25,p103,64.282
p25,p104,66.183
p25,p105,69.234
p25,p106,73.293
p25,p107,78.203
p25,p108,83.814
p25,p109,89.995
p25,p110,96.638
p25,p111,74.966
p25,p112,73.293
p25,p113,72.727
p25,p114,73.293
p25,p115,74.966
p25,p116,77.673
p25,p117,81.312
p25,p118,85.763
p25,p119,90.909
p25,p120,96.638
p26,p27,9.091
p26,p28,18.182
p26,p29,27.273
p26,p30,36.364
p26,p31,45.455
p26,p32,54.545
p26,p33,63.636
p26,p34,28.748
p26,p35,20.328
p26,p36,12.856
p26,p37,9.091
p26,p38,12.856
p26,p39,20.328
p26,p40,28.748
p26,p41,37.483
p26,p42,46.355
p26,p43,55.298
p26,p44,64.282
p26,p45,32.778
p26,p46,25.713
p26,p47,20.328
p26,p48,18.182
p26,p49,20.328
p26,p50,25.713
p26,p51,32.778
p26,p52,40.656
p26,p53,48.956
p26,p54,57.496
p26,p55,66.183
p26,p56,38.569
p26,p57,32.778
p26,p58,28.748
p26,p59,27.273
p26,p60,28.748
p26,p61,32.778
p26,p62,38.569
p26,p63,45.455
p26,p64,53.009
p26,p65,60.984
p26,p66,69.234
p26,p67,45.455
p26,p68,40.656
p26,p69,37.483
p26,p70,36.364
p26,p71,37.483
p26,p72,40.656
p26,p73,45.455
p26,p74,51.426
p26,p75,58.210
p26,p76,65.555
p26,p77,73.293
p26,p78,53.009
p26,p79,48.956
p26,p80,46.355
p26,p81,45.455
p26,p82,46.355
p26,p83,48.956
p26,p84,53.009
p26,p85,58.210
p26,p86,64.282
p26,p87,71.002
p26,p88,78.203
p26,p89,60.984
p26,p90,57.496
p26,p91,55.298
p26,p92,54.545
p26,p93,55.298
p26,p94,57.496
p26,p95,60.984
p26,p96,65.555
p26,p97,71.002
p26,p98,77.139
p26,p99,83.814
p26,p100,69.234
p26,p101,66.183
p26,p102,64.282
p26,p103,63.636
p26,p104,64.282
p26,p105,66.183
p26,p106,69.234
p26,p107,73.293
p26,p108,78.203
p26,p109,83.814
p26,p110,89.995
p26,p111,77.673
p26,p112,74.966
p26,p113,73.293
p26,p114,72.727
p26,p115,73.293
p26,p116,74.966
p26,p117,77.673
p26,p118,81.312
p26,p119,85.763
p26,p120,90.909
p27,p28,9.091
p27,p29,18.182
p27,p30,27.273
p27,p31,36.364
p27,p32,45.455
p27,p33,54.545
p27,p34,37.483
p27,p35,28.748
p27,p36,20.328
p27,p37,12.856
p27,p38,9.091
p27,p39,12.856
p27,p40,20.328
p27,p41,28.748
p27,p42,37.483
p27,p43,46.355
p27,p44,55.298
p27,p45,40.656
p27,p46,32.778
p27,p47,25.713
p27,p48,20.328
p27,p49,18.182
p27,p50,20.328
p27,p51,25.713
p27,p52,32.778
p27,p53,40.656
